"English","Verb","Noun","Adj","Prepositions","Adv","Conjunctions","Determiners","QuestionStatement","Answer","PhrasesNum","Plural","AddSub","MultiplyDivide","ExpoLogarithm","Constant","Oscillate","ConDiverge","Fractal","Not","Intersection","GreaterLess","EqualOpposite","Function","System","OriginDestination","ForwardBack","LateralMiddle","UpDown","Time","Velocity","Energy","Sound","Mass","Length","Quantity","LightDark","Red","Green","Blue","Dense","Vescosity","SmoothRough","Poly","ConvexConcave","OpenClose","POV","CauseEffect","Vague","Information","Truth","Life","Water","Air","Fire","Earth","WoodMetal","Plant","Human","Bird","Fish","Reptile","Insect","Mammal","Happy","BirthDeath","Help","Advesary","MaleFem","Hand","Feet","Body","Head","Food","Disease","Necessity","GiveTake","Tool","Building","OrthodoxTaboo","ZealotModerate","WinLose","DomSub","PayFree","Totals"
"garden",1,1,0,0,0,0,0,0,0,0,0,1,1,0.1,-0.2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0.1,0,0,0.1,1,2,0,0,5,0,0,0,0,0,-0.5,0.8,0,0,0,0,0,6,1,0,0,0.6,0,6,1,0.1,0,0,0.4,0,0,0.3,1,0,0,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0.8,0,0
"plant",0,1,0,0,0,0,0,0,0,0,0,0.4,0.5,0.1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.6,0,1,0.9,1,0,0,1,0,0,0,0,6,6,0,0,0,0,0,0,0,1,0,0,0.6,1,10,0.1,0.1,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9,0,0,37.4
"seed",0,1,0,0,0,0,0,0,0,0,0,0.9,2,1,-2,1,0,1,0,0,0,0,0,0,10,0,0,0,0,0,1.5,0,1,-2,2,0,0,0.5,0,0,0,0.2,1,5,0,0,0,0,0,0,8,1.6,0,0,0.6,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,-0.2,48.3
"herb",0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0.9,1,0,0,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0.9,0,0,0.6,1,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,36.2
"fruit",0,1,0,0,0,0,0,0,0,0,0,0.9,1,0,-5,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.9,1,0,1,1,0,0,-0.2,0,5,4,0,0,0,0,0,0,0,2.1,0,0,0.6,0,8,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,8,0,0.8,0,0,0,0,0,0,0,0.9,33.4
"vegetable",0,1,0,0,0,0,0,0,0,0,0,0.6,0,0.1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0.9,1,0,1,2,0,0,0,0,5,4,0,0,0,0,0,0,0,1.5,0,0,0.6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,37.2
"bush",0,1,0,0,0,0,0,0,0,0,0,0,-0.1,0.1,-1,0,0,2,0,0,0,0,0,0,0,0,1,0.5,0,0,0.5,0.1,1,1.5,1,0,0,4,0,0,0,-0.7,7,4,0,0,0,0,0,0,0,1,0,0,0.6,2,9,0,0.1,0,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4
"tree",0,1,0,0,0,0,0,0,0,0,0,0.4,0.5,0.1,-0.1,0,-1,6,0,0,0,0,0,0,0,0,0,1,0,-0.2,1,0.1,1,3,1,0,1,3,0,3,0,-0.6,5,4,0,0,0,0,0,0,0,1,0,0,0.6,5,9,0,0.3,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.4
"forest",0,1,0,0,0,0,0,0,0,0,1,0.5,0.5,-0.1,0,0.1,0.2,1,0,0,0,0,0,0,0,0,1,0,0.1,0,1,0.1,6,5,4,0,0,6,0,4,0,-0.6,8,1,-1,0,0,0,0,0,0,0.5,0,0,0,6,9,0,0.5,0.1,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,56.1
"field",0,1,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.9,2,0.1,0,0,0,0,0.1,0,1,0,0,1,0,0,0,0,4,0.1,1,0,0,0.1,1,0,0,0.3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,1,0,0,0,0,0,20.6
"bridge",0,1,0,0,0,0,0,0,0,0,0,0.1,0,-0.1,0,0.3,-2,0,0,0,0,0,1,-0.5,-1,1,1,0,0,0.8,0,0,2,0,1,0,0,0,0,7,0,0,3,5,0,0,0,0,0,0,0,0.4,0,0,1,-1,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0.9,0,0,0,1,3,0,0,0,0,0,30.9
"road",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.5,2,0,0,1,0,0,1,-0.5,-3,2,1,0,0,1,0,0.1,1,7,2,0,0,0,0,4,0,0.5,-5,0.1,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,1,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,3,0,0,0,0,0,27.8
"palace",0,1,0,0,0,0,0,0,0,0,0,0.1,-0.1,0.1,0,0,0,0.3,0,0,2,-5,0,-0.1,0,0,1,0,0,0,0,0.9,6,1,1,0,0,0,0,5,0,1,5,0.5,-3,0,0,0,0,0,0,0,0,0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,0.2,9,0,0,7,3,0,21.5
"fort",0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,-1,0,0,0,0,-3,1,-0.1,0,0,1,0,0,0,0,0.2,5,1,1,0,0,0,0,6,0,-0.5,4,0.5,-5,0,0,0,0,0,0,0,0,0,0.6,1,0,1,0,0,0,0,0,0,-0.2,1,1,1,0,0,0,0,0,0,0,1,1,9,0,0,1,9,0,27.8
"castle",0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,-1,0,0,0,2,-5,1,3,0,0,1,0,-0.1,0,0,0.6,6,1,1,0,0,0,0,7,0,0.5,4,0.5,-5,0,0,0,0,0,0,0,0,0,0.6,0.5,0,1,0,0,0,0,0,0,-0.2,1,0.9,1,0,0,0,0,0,0,0,1,1,9,0,0,1,10,0,33.6
"house",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,0,0.1,4,1,1,0,0,0,0,3,0,0.2,4,0.5,-1,0,0,0,0,0,0,0,0,0,0.6,2,0,1,0.3,0,0.1,0.3,0.3,0,0.5,0,0,-0.5,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,32.5
"school",0,1,0,0,0,0,0,5,5,0,0,0.9,0,0,0,0,0.2,0,0,0,0,1,1,3,1,0,1,0,0,0,0,-0.1,4,1,1,0,0,0,0,0.1,0,0,4,0.5,-1,0,0,0,5,0,0,0,0,0,0.6,1,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,2,1,9,0,0,0,0,-0.1,49.7
"workshop",0,1,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,4,1,1,0,0,0,0,0.1,0,0,4,0.5,-1,0,0,0.3,0,0,0,0,0,0,0.6,2,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,2,9,0,0,0,0,0,33.8
"shop",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0.1,4,1,1,0,0,0,0,2,0,0,4,0.5,-1,0,0,0,0,0,0,0,0,0,0.6,1,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,1,32.6
"bank",0,1,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,-1,1,4,0,0,1,0,0,0,0,-0.1,4,1,1,0,0,0,0,5,0,0,4,0.5,-3,0,0,0.3,0,0,0,0,0,0,0.6,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,1,8,31.3
"jail",0,1,0,0,0,0,0,0,0,0,0,-1,-1,-0.1,0,0,-1,0,0,0,1,-5,1,4,0,0,1,0,0,0,0,0.1,5,1,1,0,0,0,0,6,0,-3,4,0.5,-8,0,0,0,0,0,0,0,0,0,0.6,0.1,0,1,0,0,0,0,0,0,-0.7,0.5,1,1,0,0,0,0,0,0,0,-1,1,9,0,0,-1,5,0,19
"channel",0,1,0,0,0,0,0,0,0,0,0,-0.8,-0.4,0,0,0,3,0,0,0,0,0,1,1,-4,2,1,0,0,1,0,0,0.4,3,0.3,0,0,0,0,0.1,0,1,2,-3,1,0,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,3,0,17.7
"animal",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,2,0.5,0.9,0,0,0,0,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5
"pest",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.9,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.5,-5,0,-4,4,0,0,0,0,0,0,10,-1,0,0,0,0,0,-1,0.5,0,5.5
"diesase",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0.1,0,0.5,0.1,0,0,0,0,6,0,0,0,0,0,0,0,1,0.1,0.1,0,0,0.1,0.1,0.5,0.5,0.2,0.2,0.2,0.5,-7,-2,-2,4,0,0.1,0.1,0,0.1,0.1,10,-1,0,0,0,0,0,0,0,0,7.6
"livestock",0,1,0,0,0,0,0,0,0,0,1,0.7,-0.4,0,0,0,0.2,0,0,0,-1,0,0,0,0,0,0,0,0,0.8,1,0.1,1.5,0,2,0,0,0,0,2,0,0,-10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,7,1,0,1,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0,0,0,1,0,21.9
"prey",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.2,0.2,0,0,0,4,1,0.1,1,0.5,0.9,0,0,0,0,1,0,0,-10,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,11.5
"predator",0,1,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,0,0,1,0,0,0,-0.2,-0.2,0,0,0,2,1,-1,2,0.5,0.9,0,0.1,0,0,2,0,0,-10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,-0.6,0.1,0,7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14.8
"sand",0,1,0,0,0,0,0,0,0,0,1,0,-0.1,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,-2,0,0,0,0.5,1,-0.5,0.3,0,0.5,0,0,4,0,-5,5.5,6,-0.1,0,0,0,0,0,-3,0,0,0,9,-3,0,0,0,0,0.1,0.6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0,17.6
"clay",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,1,0.5,0,0,0,0,0,0,0.5,0,0,-2,0,0,0,-0.1,1,-0.4,0.3,0,1,0,0,3,4,2,-3,-2,0.1,0,0,0,0,0,-1,0.6,0,0,9,-3,0,0,0,0,0,0.7,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.8,0.9,0,0,0,0.5,0,15.5
"rock",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,5,0,0,0,0,0,0,0,0,0,0.5,0,0,-1,0,0,0,0.1,2,0.1,0.3,0,0,0,0,7,0,3,9,6,-0.2,0,0,0,0,0,-3,0,0,0,9,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0.8,0,36.5
"plank",0,1,0,0,0,0,0,0,0,0,0,0.1,-0.5,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.3,0,0,0,0,1.5,0,0,4,0.1,-0.3,0,0,0,0,0,0,-1,0,0,0,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,24.2
"timber",0,1,0,0,0,0,0,0,0,0,0,0.1,-0.3,0,-0.1,0,0,-1,0,0,0,0,0,0,-0.5,0,1,1,-0.1,0,0,0.1,2,2,0.3,0,0,0,0,1.5,0,-0.5,4,0.1,-0.3,0,0,0,0,0,-1,-1,0,0,0.2,10,7,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.4,0,1,2,0,0,0,-0.5,0,30.4
"stick",0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,-0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.1,1,0.5,0.3,0,0,1,0,1.5,0,-0.5,-4,0.9,0,0,0,0,0,0,0,-0.1,0,0,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.1,0,21.9
"leather",0,1,0,0,0,0,0,0,0,0,0,0.1,-0.1,0,0,0,0,-1,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,-0.1,1.1,1,0.3,0,0,0,0,2,0,1,0.1,0.9,-0.6,0,0,0,0,0,-1,0,0,0,0.1,2,0,1,0,0,0,0,4,0,-4,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0,0,1,1,1,9.2
"wool",0,1,0,0,0,0,0,0,0,0,0,0.1,-0.1,0,-0.1,0,0,0.5,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,-0.1,-1,1,0.3,0,0,0,0,-1,0,5,0.1,0.9,-0.6,0,0,0,0,0,-0.5,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0.9,0,0,1,1,0,0
"wax",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.3,0,0,0,0,1,10,0,0.1,0.9,-0.7,0,0,0,0,0,0,0.8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0.1,0,0,0,0,0,19.2
"glass",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0,0,0,0,0.5,1,1,0.3,5,0,0,0.1,6,0,7,4,0.1,1,0,0,0,0,0,-1,0,1,1,1,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,2,0.9,0,0,1,0,1,32.4
"grass",0,1,0,0,0,0,0,0,0,0,0,0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-0.1,0.8,2,2,0,0,9,0,-1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,4,9,0,0.2,0,0.3,3,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.3,0,34.6
"mud",0,1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0,0,-1,0,0,0,0.1,1,0.1,0.3,0,0,0,0,1,5,0,1,0.1,-0.5,0,0,0,0,0,0,1,0,0,5,-1,0,0,0,0,0,1,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,-0.1,0,15.4
"metal",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.5,1,0.3,0,0,0,0,9,0,7,1,0.1,0.1,0,0,0,0,0,-4,0,0,0,8,-10,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,1.5,0.9,0,0,0,1,0,19.5
"copper",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3,0,1,0,0,9,0,7,1,0.1,0.1,0,0,0,0,0,-4,0,0,0,8,-9,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0,0,0,0.6,0,17
"powder",0,1,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.3,0,0,-0.5,0,0,0,-0.5,-0.9,0.1,0.3,0,0,0,0,-1,0,3,1,0,-0.3,0,0,0,0,0,0,0,0.1,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,-0.7,0,3.9
"mortar",0,1,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0.1,7,0,0,0,0,0,1,1,0.6,0,0,-0.5,0,0,0,0.1,1,0.1,0.9,0,0,0,0,1,5,-1,0,0,-0.5,0,0,0,0,0,0,1,0,0,7,-1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,-0.5,0,28.3
"cement",0,1,0,0,0,0,0,0,0,0,0,0.9,0.1,0.1,4,0,7,0.5,0,0,0,0,1,1,0.5,0,0,-0.5,0,0,0,0,1.5,0.1,0.9,1,0,0,0,4,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,7,-1,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,-0.1,0,1,2,0,0,0,-0.5,0,31.5
"concrete",0,1,0,0,0,0,0,0,0,0,0,0.9,0.1,0.1,4,0,7,0.5,0,0,0,0,1,1,0,0,0,1,0.1,0,0,0,1.9,0.5,0.9,1,0,0,0,7,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,7,-1,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,-0.1,0,1,2,0,0,0,1,0,36.4
"bricks",0,1,0,0,0,0,0,0,0,0,0,0.9,0.5,0.1,3,0,0,-1,0,0,0,0,1,1,0,0,0,1,0,0,0,0.1,1.9,2,1,0,2,0,0,7,0,-2,2,1,-1,0,0,0,0,0,0,0,0,0,3,-1,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,5,3,0,0,0,1,0,33.1
"rope",0,1,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,2,0,0,0,0,1,1,0,0,0,4,0,0,0,0,1,6,0.9,0,0,0,0,1,0,0,-9,1,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,5,1,0,0,0,-1,0,19.1
"nails",0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.2,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.2,-0.3,2,0.9,0,0,0,0,8,0,-8,1,10,-1,0,0,0,0,0,0,0,0,0,1,-6,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,5,1,0,0,0,-1,0,24.7
"paint",0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,-0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0,0.1,0.1,0.1,0.9,1,0.3,0.3,0.3,0,5,0,0,0,-0.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,3,1,0,0,0,0,0,16.4
"tile",0,1,0,0,0,0,0,0,0,0,0,0.1,-0.5,0,0,0,0,-0.1,0,0,0,0,0,2,0,0,0,-0.5,0,0,0,0,0.1,0.1,0.9,0,0,0,0.3,0,0,0,2,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,-0.1,0,0.5,1,0,0,0,0,0,6.5
"sword",0,1,0,0,0,0,0,0,0,0,0,-0.3,-1,0.5,0,0.3,0,0,0,0.6,0,0,1,1,0,0.1,0.1,0.1,0,1,0.5,0.2,1,2,0.3,0,0,0,0,8,0,-3,2,1,1,0,0,0,0,0,-5,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,2,0.5,1,0,0,0,0,0,0.1,0,9,0,0,0,0,5,0,26
"axe",0,1,0,0,0,0,0,0,0,0,0,-0.3,-1,0.5,0,0.7,0,0,0,0.7,0,0,1,1,0,0.1,0.1,0,0,1,0.5,0.1,1.5,1.2,0.3,0,0,0,0,7,0,-3,3,1,1,0,0,0,0,0,-5,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,1.6,0.5,1,0,0,0,0,0,0.1,0,9,0,0,0,0,5,0,25.6
"blade",0,1,0,0,0,0,0,0,0,0,0,0,-1,0.5,-0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,-0.1,0,0,0,0.1,1,1,0.3,0,0,0,0,5,0,-3,2,1,1,0,0,0,0,0,-4,0,0,0,0,0,0,1,1,0,1,0,1,0,-1,1,1,0.5,0.7,0,0,0.5,0,0,0.7,0,3,0,0,0,0,3,0,15.3
"hammer",0,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.8,1,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,0.1,1.5,1,0.3,0,0,0,0,6,0,0,0,0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.1,0,1,0,0.5,1,0,0,0,0,0,0.2,0,8,1,0,0,0,4,0,24.9
"screw",0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0.2,5,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0.1,-0.3,2,0.3,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,0,0.1,0,5,1,0,0,0,-1,0,20.2
"bottle",0,1,0,0,0,0,0,0,0,0,0,1,0,-0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.1,0,0,0,0.5,0.9,1.3,0.3,0,0,0,0,1,0,4,2.5,-10,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0.3,0,9,0,0,0,0,-1,0,13.7
"pencil",0,1,0,0,0,0,0,0.5,1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1,0,0,0,0.1,-0.5,2,0.3,0,0,0,0,0,0,-1,2,0,0,0,0,-1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0,9,0,0,0,0,1,0,23.3
"hot",0,0,1,0,0,0,0,0,0,0,0,0.2,-0.2,1,0,0.1,0,0,0,0,2,0,0,0,0,0,1,0,0,0.5,6,0.1,0,0,0,0,0.9,0,0,0,1,0,0,0,-0.1,0,0,0,0,0,0,0.1,0,7,0,0,0,0,0,0,0,0,0,0.5,-1,1,0.7,-0.5,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,21.6
"warm",0,0,1,0,0,0,0,0,0,0,0,0.1,0.5,0.3,-0.1,0.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.1,1,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,1,0.1,0,0.9,0,0,0,1,1,0,0,0,1,6,1,1,0,-1,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,18.4
"cold",0,0,1,0,0,0,0,0,0,0,0,-0.5,0,-1,0,0.1,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0,-3,0.1,0,0,0,0,0,0,0.9,0,-1,0,0,0,0.1,0,0,0,0,0,0,0.8,0,-5,0,0,1,0,0,1,1,0,0,-5,-0.1,0.5,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.9
"hard",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0.3,1,0,0,-0.5,0,0,0,10,0,-1,0,0,0,0,0,0,0,0,0,0.3,-10,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0.5,0,0,0,0,0,0,0,0,0.7,0.6,0,0,0,1,0,5
"soft",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.1,0,0,0,-0.5,-1,0,0,0,0,0,0,-8,0,9,0,0,0.1,0,0,0,0,0,0,0,0.9,0,0.1,0,0,0,1,0,0,0,1,4,1,0,0,-1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,-1,0,7.2
"liquid",0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,4.7
"dry",0,0,1,0,0,0,0,0,0,0,0,0,-0.5,0,-0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0.1,0,0,0,0,-10,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0.4,0.5,0,0,0,0,0.1,-1,0,0,0,0,0,0,0,0.1,0,-11.2
"wet",0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0.1,0,0,0,0,0,0.1,0.8,0,-1,1,0,0,0,0,0.1,0,0,0,0,9,0,0,0,0,0,0,0,1,0.5,0,0,0,1,0.4,0,-0.5,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0.1,0,0,14.3
"sticky",0,0,1,0,0,0,0,0,0,0,0,0.8,0,-0.5,7,0,9,0.2,0,0,0,0,-1,0,0,0,-1,-1,0,-10,0,0.5,0,0,0,0,0,0,0,0,10,-1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.1,0,0.1,0.1,0,0.2,0.2,0,0,0,0.1,0,0,0,0,0,0,0.7,0,0.8,18.6
"heavy",0,0,1,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,0,0,9,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.1,1,0,0.4,0.2,0,0,0.5,0,0,-0.7,0,0,0,0,0,0,1,1,0,24.9
